time,type,peer_address,prefix,next-hop,communities,as-path
1300790011.0,A,206.223.115.10,69.171.255.0/24,206.223.115.10,"{'4589:2', '4589:674', '4589:420', '4589:10110'}",4589 32934
1300790043.0,A,206.223.115.10,69.171.255.0/24,206.223.115.10,"{'4589:2', '4589:674', '4589:420', '4589:10110'}",4589 32934
