record_type,time,type,peer_address,prefix,next-hop,communities,as-path
update,1420213071.0,A,202.79.197.159,102.120.0.0/16,202.79.197.159,"{'24482:64601', '6453:1000', '24482:13011', '24482:13010', '24482:21300', '6453:1302', '6453:86', '24482:5', '6453:1300'}",24482 6453 174 197043 201509
update,1420213071.0,A,202.79.197.159,102.120.0.0/16,202.79.197.159,"{'5580:23123', '24482:5', '24482:12010', '24482:64692', '24482:12011'}",24482 5580 174 197043 201509
update,1420213083.0,A,202.79.197.159,102.120.0.0/16,202.79.197.159,"{'24482:64601', '6453:1000', '24482:13011', '24482:13010', '24482:21300', '6453:1302', '6453:86', '24482:5', '6453:1300'}",24482 6453 174 197043 201509
update,1420213087.0,A,206.126.236.172,102.120.0.0/16,206.126.236.172,{'6461:5997'},11039 6461 174 197043 201509
update,1420213099.0,A,202.79.197.159,102.120.0.0/16,202.79.197.159,"{'24482:64601', '6453:1000', '6453:1103', '24482:13010', '24482:21300', '6453:86', '24482:5', '24482:13011', '6453:1100'}",24482 6453 174 197043 201509
update,1420213099.0,A,202.79.197.201,102.120.0.0/16,202.79.197.201,"{'1299:25000', '1299:4000', '1299:25200'}",133165 1299 174 197043 201509
update,1420213099.0,A,202.79.197.159,102.120.0.0/16,202.79.197.159,"{'24482:64601', '6453:1000', '24482:13011', '24482:13010', '24482:21300', '6453:1302', '6453:86', '24482:5', '6453:1300'}",24482 6453 174 197043 201509
update,1420213100.0,W,206.126.236.181,102.120.0.0/16,None,None,None
update,1420213100.0,A,202.79.197.159,102.120.0.0/16,202.79.197.159,"{'24482:64601', '6453:1000', '6453:1103', '24482:13010', '24482:21300', '6453:86', '24482:5', '24482:13011', '6453:1100'}",24482 6453 174 197043 201509
update,1420213102.0,A,202.79.197.201,102.120.0.0/16,202.79.197.201,"{'1299:25000', '1299:4000', '1299:25600'}",133165 1299 174 197043 201509
update,1420213103.0,A,206.126.236.24,102.120.0.0/16,206.126.236.24,"{'3257:51102', '3257:51100', '3257:8093', '11666:1000', '3257:30235', '11666:1005', '3257:50002'}",11666 3257 174 197043 201509
update,1420213105.0,A,202.79.197.201,102.120.0.0/16,202.79.197.201,"{'3491:2003', '3491:2000'}",133165 3491 174 197043 201509
update,1420213105.0,W,206.126.236.172,102.120.0.0/16,None,None,None
update,1420213105.0,A,206.126.236.172,102.120.0.0/16,206.126.236.172,set(),11039 11557 4436 3257 174 197043 201509
update,1420213105.0,W,206.126.236.12,102.120.0.0/16,None,None,None
update,1420213106.0,A,202.79.197.159,102.120.0.0/16,202.79.197.159,"{'24482:64601', '6453:1000', '6453:1103', '24482:21300', '6453:86', '24482:5', '24482:12010', '24482:12011', '6453:1100'}",24482 6453 174 197043 201509
update,1420213106.0,A,202.79.197.159,102.120.0.0/16,202.79.197.159,"{'24482:64601', '6453:1000', '24482:11010', '6453:1103', '24482:11013', '24482:21300', '6453:86', '24482:5', '6453:1100'}",24482 6453 174 197043 201509
update,1420213106.0,A,202.79.197.159,102.120.0.0/16,202.79.197.159,"{'24482:64601', '6453:1000', '6453:1103', '24482:13010', '24482:21300', '6453:86', '24482:5', '24482:13011', '6453:1100'}",24482 6453 174 197043 201509
update,1420213107.0,A,202.79.197.159,102.120.0.0/16,202.79.197.159,"{'24482:64601', '6453:1000', '6453:1103', '24482:21300', '6453:86', '24482:5', '24482:12010', '24482:12011', '6453:1100'}",24482 6453 174 197043 201509
update,1420213107.0,W,202.79.197.159,102.120.0.0/16,None,None,None
update,1420213107.0,A,202.79.197.159,102.120.0.0/16,202.79.197.159,"{'24482:11020', '24482:64603', '24482:21300', '24482:11021', '3491:2003', '3491:2000', '24482:5'}",24482 3491 3491 174 197043 201509
update,1420213107.0,W,206.126.236.37,102.120.0.0/16,None,None,None
update,1420213107.0,W,206.126.236.19,102.120.0.0/16,None,None,None
update,1420213107.0,W,206.126.236.24,102.120.0.0/16,None,None,None
