record_type,time,type,peer_address,prefix,next-hop,communities,as-path
update,1410328060.0,A,206.126.236.172,61.174.51.0/24,206.126.236.172,{'6461:5997'},11039 6461 1299 7029
update,1410328060.0,A,206.126.236.19,61.174.51.0/24,206.126.236.19,"{'3257:51102', '3257:51100', '3257:8093', '3257:30058', '3257:50002'}",3257 1299 7029
update,1410328060.0,A,206.126.236.37,61.174.51.0/24,206.126.236.37,set(),6939 1299 7029
update,1410328060.0,A,206.126.236.24,61.174.51.0/24,206.126.236.24,"{'3257:51102', '3257:51100', '3257:8093', '11666:1000', '3257:30058', '11666:1005', '3257:50002'}",11666 3257 1299 7029
update,1410328060.0,A,202.79.197.159,61.174.51.0/24,202.79.197.159,"{'24482:6939', '24482:20', '24482:5'}",24482 6939 1299 7029
update,1410328061.0,A,202.79.197.159,61.174.51.0/24,202.79.197.159,"{'24482:6939', '24482:13', '24482:10', '24482:5'}",24482 6939 1299 7029
update,1410328061.0,A,202.79.197.201,61.174.51.0/24,202.79.197.201,"{'6453:1300', '6453:1305', '6453:1000', '6453:86'}",133165 6453 1299 7029
update,1410328061.0,A,202.79.197.201,61.174.51.0/24,202.79.197.201,"{'3356:70', '3549:100', '2828:1507', '1299:35200', '1299:50', '1299:1000', '2914:450', '1299:35000'}",133165 1299 7029
update,1410328061.0,A,206.126.236.24,61.174.51.0/24,206.126.236.24,"{'3257:51101', '3257:51100', '11666:1000', '3257:8066', '11666:1005', '3257:30238', '3257:50002'}",11666 3257 1299 7029
update,1410328061.0,A,206.126.236.12,61.174.51.0/24,206.126.236.12,"{'2914:2000', '2914:420', '2914:1001', '2914:3000'}",2914 1299 7029
update,1410328061.0,A,206.126.236.26,61.174.51.0/24,206.126.236.26,"{'16559:500', '16559:65503'}",16559 6939 1299 7029
update,1410328062.0,A,206.126.236.76,61.174.51.0/24,206.126.236.76,set(),5769 1239 1299 7029
update,1410328063.0,A,206.126.236.61,61.174.51.0/24,206.126.236.61,"{'3257:51102', '3257:51100', '4436:999', '3257:8093', '3257:30058', '3257:50002', '4436:11611'}",4436 3257 1299 7029
update,1410328064.0,A,206.126.236.60,61.174.51.0/24,206.126.236.60,"{'3257:51102', '3257:51100', '4436:999', '3257:8093', '3257:30058', '3257:50002', '4436:11611'}",4436 3257 1299 7029
update,1410328077.0,A,206.126.236.61,61.174.51.0/24,206.126.236.61,"{'1239:500', '1239:1014', '4436:999', '1239:321', '4436:11611', '1239:1000', '4436:998', '1239:666', '1239:667'}",4436 1239 1299 7029
update,1410328077.0,A,206.126.236.60,61.174.51.0/24,206.126.236.60,"{'1239:500', '1239:1014', '4436:999', '1239:321', '4436:11611', '1239:1000', '4436:998', '1239:666', '1239:667'}",4436 1239 1299 7029
update,1410328078.0,A,206.126.236.120,61.174.51.0/24,206.126.236.120,set(),41095 3356 1299 7029
update,1410328080.0,A,206.126.236.25,61.174.51.0/24,206.126.236.25,set(),6079 3356 1299 7029
update,1410328081.0,A,206.126.236.24,61.174.51.0/24,206.126.236.24,"{'3257:30273', '3257:8096', '11666:1000', '3257:51301', '11666:1005', '3257:50002', '3257:51300'}",11666 3257 1299 7029
update,1410328087.0,A,206.126.236.47,61.174.51.0/24,206.126.236.47,"{'19151:61006', '19151:65040', '19151:1000', '19151:1500'}",19151 3356 1299 7029
update,1410328091.0,W,206.126.236.181,61.174.51.0/24,None,None,None
update,1410328092.0,A,206.126.236.10,61.174.51.0/24,206.126.236.10,"{'2914:420', '4589:2', '2914:2000', '4589:546', '4589:10110', '4589:420', '2914:1001', '2914:3000'}",4589 2914 1299 7029
update,1410328093.0,A,206.126.236.76,61.174.51.0/24,206.126.236.76,set(),5769 1239 1299 7029
update,1410328106.0,A,206.126.236.154,61.174.51.0/24,206.126.236.154,set(),13618 3356 1299 7029
rib,1410328801.0,R,202.79.197.201,61.174.51.0/24,202.79.197.201,"{'3356:70', '3549:100', '2828:1507', '1299:35200', '1299:50', '1299:1000', '2914:450', '1299:35000'}",133165 1299 7029
rib,1410328801.0,R,202.79.197.159,61.174.51.0/24,202.79.197.159,"{'24482:6939', '24482:13', '24482:10', '24482:5'}",24482 6939 1299 7029
rib,1410328807.0,R,206.126.236.154,61.174.51.0/24,206.126.236.154,set(),13618 3356 1299 7029
rib,1410328807.0,R,206.126.236.10,61.174.51.0/24,206.126.236.10,"{'2914:420', '4589:2', '2914:2000', '4589:546', '4589:10110', '4589:420', '2914:1001', '2914:3000'}",4589 2914 1299 7029
rib,1410328807.0,R,206.126.236.47,61.174.51.0/24,206.126.236.47,"{'19151:61006', '19151:65040', '19151:1000', '19151:1500'}",19151 3356 1299 7029
rib,1410328807.0,R,206.126.236.25,61.174.51.0/24,206.126.236.25,set(),6079 3356 1299 7029
rib,1410328807.0,R,206.126.236.120,61.174.51.0/24,206.126.236.120,set(),41095 3356 1299 7029
rib,1410328807.0,R,206.126.236.60,61.174.51.0/24,206.126.236.60,"{'1239:500', '1239:1014', '4436:999', '1239:321', '4436:11611', '1239:1000', '4436:998', '1239:666', '1239:667'}",4436 1239 1299 7029
rib,1410328807.0,R,206.126.236.61,61.174.51.0/24,206.126.236.61,"{'1239:500', '1239:1014', '4436:999', '1239:321', '4436:11611', '1239:1000', '4436:998', '1239:666', '1239:667'}",4436 1239 1299 7029
rib,1410328807.0,R,206.126.236.76,61.174.51.0/24,206.126.236.76,set(),5769 1239 1299 7029
rib,1410328807.0,R,206.126.236.26,61.174.51.0/24,206.126.236.26,"{'16559:500', '16559:65503'}",16559 6939 1299 7029
rib,1410328807.0,R,206.126.236.12,61.174.51.0/24,206.126.236.12,"{'2914:2000', '2914:420', '2914:1001', '2914:3000'}",2914 1299 7029
rib,1410328807.0,R,206.126.236.24,61.174.51.0/24,206.126.236.24,"{'3257:30273', '3257:8096', '11666:1000', '3257:51301', '11666:1005', '3257:50002', '3257:51300'}",11666 3257 1299 7029
rib,1410328807.0,R,206.126.236.37,61.174.51.0/24,206.126.236.37,set(),6939 1299 7029
rib,1410328807.0,R,206.126.236.19,61.174.51.0/24,206.126.236.19,"{'3257:51102', '3257:51100', '3257:8093', '3257:30058', '3257:50002'}",3257 1299 7029
