record_type,time,type,peer_address,prefix,next-hop,communities,as-path
update,1420621974.0,A,206.126.236.172,192.135.33.0/24,206.126.236.172,{'6461:5997'},11039 6461 1299 39792 44050 131788 198596
update,1420621975.0,A,202.79.197.159,192.135.33.0/24,202.79.197.159,"{'43531:10020', '24482:64691', '43531:11001', '24482:5', '24482:12011', '24482:12010', '43531:12031'}",24482 43531 39792 44050 131788 198596
update,1420621975.0,A,202.79.197.159,192.135.33.0/24,202.79.197.159,"{'39792:9001', '24482:12011', '39792:47812', '24482:12010', '24482:65202', '24482:3'}",24482 39792 44050 131788 198596
update,1420621975.0,A,202.79.197.201,192.135.33.0/24,202.79.197.201,"{'1299:1000', '1299:30260', '39792:9001', '1299:30000', '39792:47812'}",133165 1299 39792 44050 131788 198596
update,1420621975.0,A,206.126.236.37,192.135.33.0/24,206.126.236.37,set(),6939 1299 39792 44050 131788 198596
update,1420621975.0,A,206.126.236.19,192.135.33.0/24,206.126.236.19,"{'3257:50002', '3257:51100', '3257:30058', '3257:51102', '3257:8093'}",3257 1299 39792 44050 131788 198596
update,1420621975.0,A,206.126.236.37,192.135.33.0/24,206.126.236.37,set(),6939 20485 39792 39792 44050 131788 198596
update,1420621975.0,A,206.126.236.24,192.135.33.0/24,206.126.236.24,"{'39792:9001', '11666:2000', '11666:2010', '39792:47812'}",11666 39792 44050 131788 198596
update,1420621975.0,A,206.126.236.37,192.135.33.0/24,206.126.236.37,set(),6939 39792 44050 131788 198596
update,1420621975.0,A,206.126.236.12,192.135.33.0/24,206.126.236.12,"{'2914:1001', '2914:3000', '2914:2000', '2914:420'}",2914 1299 39792 44050 131788 198596
update,1420621978.0,A,206.126.236.120,192.135.33.0/24,206.126.236.120,set(),41095 39792 44050 131788 198596
update,1420621984.0,A,206.126.236.10,192.135.33.0/24,206.126.236.10,"{'4589:420', '4589:2', '4589:61', '39792:9001', '4589:641', '39792:47812', '4589:14901'}",4589 39792 44050 131788 198596
update,1420621984.0,A,206.126.236.25,192.135.33.0/24,206.126.236.25,set(),6079 3356 1299 39792 44050 131788 198596
update,1420621987.0,A,202.79.197.159,192.135.33.0/24,202.79.197.159,"{'24482:65202', '24482:12011', '24482:3', '24482:12010'}",24482 44050 131788 198596
update,1420621987.0,A,206.126.236.37,192.135.33.0/24,206.126.236.37,set(),6939 44050 131788 198596
update,1420621988.0,W,206.126.236.181,192.135.33.0/24,None,None,None
update,1420621997.0,A,206.126.236.26,192.135.33.0/24,206.126.236.26,"{'16559:500', '16559:65503'}",16559 6939 44050 131788 198596
update,1420621998.0,A,206.126.236.76,192.135.33.0/24,206.126.236.76,set(),5769 6453 1299 39792 44050 131788 198596
update,1420621999.0,A,206.126.236.47,192.135.33.0/24,206.126.236.47,"{'19151:800', '19151:4000', '19151:64002', '19151:65040'}",19151 44050 131788 198596
update,1420622008.0,A,206.126.236.12,192.135.33.0/24,206.126.236.12,"{'2914:1001', '2914:3000', '2914:2000', '2914:420'}",2914 174 39792 44050 131788 198596
update,1420622012.0,A,206.126.236.25,192.135.33.0/24,206.126.236.25,set(),6079 3356 174 39792 44050 131788 198596
update,1420622012.0,A,206.126.236.172,192.135.33.0/24,206.126.236.172,"{'174:21101', '174:22014'}",11039 174 39792 44050 131788 198596
update,1420623164.0,A,206.126.236.24,192.135.33.0/24,206.126.236.24,"{'11666:1000', '3257:50002', '3257:51400', '11666:1005', '3257:30302', '3257:51401', '3257:8093'}",11666 3257 174 39792 44050 131788 198596
update,1420623164.0,A,206.126.236.19,192.135.33.0/24,206.126.236.19,"{'3257:50002', '3257:51100', '3257:51102', '3257:30235', '3257:8093'}",3257 174 39792 44050 131788 198596
update,1420623165.0,A,202.79.197.201,192.135.33.0/24,202.79.197.201,"{'1299:20000', '1299:20600', '1299:20002', '1299:4000'}",133165 1299 20485 39792 44050 131788 198596
update,1420623165.0,A,202.79.197.201,192.135.33.0/24,202.79.197.201,"{'1299:25400', '1299:4000', '1299:25000'}",133165 1299 174 39792 44050 131788 198596
update,1420623165.0,A,202.79.197.201,192.135.33.0/24,202.79.197.201,"{'1299:20000', '1299:20600', '1299:20002', '1299:4000'}",133165 1299 20485 39792 44050 131788 198596
update,1420623170.0,A,206.126.236.76,192.135.33.0/24,206.126.236.76,set(),5769 6453 174 39792 44050 131788 198596
update,1420623175.0,A,202.79.197.201,192.135.33.0/24,202.79.197.201,"{'1299:25400', '1299:4000', '1299:25000'}",133165 1299 174 39792 44050 131788 198596
update,1420623175.0,A,206.126.236.120,192.135.33.0/24,206.126.236.120,set(),41095 31500 44050 44050 131788 198596
update,1420623180.0,W,206.126.236.181,192.135.33.0/24,None,None,None
update,1420623184.0,A,206.126.236.10,192.135.33.0/24,206.126.236.10,"{'4589:420', '4589:2', '4589:61', '4589:13103', '4589:631'}",4589 31500 44050 44050 131788 198596
update,1420623195.0,A,202.79.197.201,192.135.33.0/24,202.79.197.201,"{'1299:1000', '1299:30260', '39792:9001', '1299:30000', '39792:47812'}",133165 1299 39792 44050 131788 198596
update,1420623195.0,A,206.126.236.24,192.135.33.0/24,206.126.236.24,"{'39792:9001', '11666:2000', '11666:2010', '39792:47812'}",11666 39792 44050 131788 198596
update,1420623200.0,A,206.126.236.76,192.135.33.0/24,206.126.236.76,set(),5769 6453 1299 39792 44050 131788 198596
update,1420623206.0,A,206.126.236.120,192.135.33.0/24,206.126.236.120,set(),41095 39792 44050 131788 198596
update,1420623210.0,W,206.126.236.181,192.135.33.0/24,None,None,None
update,1420623212.0,A,206.126.236.10,192.135.33.0/24,206.126.236.10,"{'4589:420', '4589:2', '4589:61', '39792:9001', '4589:641', '39792:47812', '4589:14901'}",4589 39792 44050 131788 198596
