record_type,time,type,peer_address,prefix,next-hop,communities,as-path
update,1530308822.0,A,206.126.236.117,101.124.128.0/18,206.126.236.117,"{'6830:17000', '6830:35304', '6830:23001', '6830:17504'}",6830 174 197426
update,1530308827.0,A,27.111.228.6,101.124.128.0/18,27.111.228.6,{'2914:2000'},18106 2914 174 197426
update,1530308836.0,A,27.111.228.201,101.124.128.0/18,27.111.228.201,"{'14061:4000', '14061:2300', '14061:2301', '2914:2000', '2914:3000', '2914:1005', '2914:420', '65504:174', '14061:4001'}",14061 2914 174 197426
update,1530308838.0,A,27.111.229.79,101.124.128.0/18,27.111.229.79,set(),17639 1239 174 197426
update,1530308838.0,A,206.126.236.120,101.124.128.0/18,206.126.236.120,set(),41095 3356 174 197426
update,1530308838.0,A,206.126.236.19,101.124.128.0/18,206.126.236.19,"{'3257:50002', '3257:51400', '3257:30302', '3257:51401', '3257:8093'}",3257 174 197426
update,1530308839.0,A,27.111.228.159,101.124.128.0/18,27.111.228.159,"{'6453:1000', '24482:13010', '6453:1300', '24482:1', '24482:64601', '6453:1302', '24482:13011', '24482:20300', '6453:86'}",24482 6453 174 197426
update,1530308841.0,A,206.126.236.24,101.124.128.0/18,206.126.236.24,"{'3257:8170', '11666:1000', '3257:30152', '3257:50002', '11666:1005', '3257:51301', '3257:51300'}",11666 3257 174 197426
update,1530308841.0,A,206.126.236.19,101.124.128.0/18,206.126.236.19,"{'3257:8170', '3257:30152', '3257:50002', '3257:51301', '3257:51300'}",3257 174 197426
update,1530308842.0,A,206.126.236.12,101.124.128.0/18,206.126.236.12,"{'2914:3000', '2914:1009', '2914:2000', '2914:420'}",2914 174 197426
update,1530308844.0,A,27.111.228.201,101.124.128.0/18,27.111.228.201,"{'14061:4000', '14061:2300', '14061:2301', '2914:2000', '2914:3000', '2914:1009', '2914:420', '65504:174', '14061:4001'}",14061 2914 174 197426
update,1530308844.0,W,206.126.236.104,101.124.128.0/18,None,None,None
update,1530308844.0,A,206.126.236.104,101.124.128.0/18,206.126.236.104,"{'6830:17000', '6830:35306', '6830:23001', '6830:17504'}",6830 174 197426
update,1530308844.0,A,206.126.236.104,101.124.128.0/18,206.126.236.104,"{'6830:35305', '6830:17000', '6830:23001', '6830:17504'}",6830 174 197426
update,1530308844.0,A,206.126.236.117,101.124.128.0/18,206.126.236.117,"{'6830:35305', '6830:17000', '6830:23001', '6830:17504'}",6830 174 197426
update,1530308846.0,A,206.126.238.56,101.124.128.0/18,206.126.238.56,"{'37468:1000', '37468:14101', '37468:1400'}",37468 1299 174 197426
update,1530308846.0,A,206.126.236.24,101.124.128.0/18,206.126.236.24,"{'11666:1000', '3257:50002', '3257:8130', '3257:51302', '3257:30252', '11666:1005', '3257:51300'}",11666 3257 174 197426
