record_type,time,type,peer_address,prefix,next-hop,communities,as-path
rib,1203878256.0,R,206.223.115.26,208.65.152.0/22,206.223.115.26,"{'16559:500', '16559:65503'}",16559 174 36561
rib,1203878256.0,R,206.223.115.19,208.65.152.0/22,206.223.115.19,"{'3257:3280', '3257:3282', '3257:5010'}",3257 3549 36561
rib,1203878256.0,R,206.223.115.47,208.65.152.0/22,206.223.115.47,"{'19151:1000', '19151:61001', '19151:65030'}",19151 36561
rib,1203878256.0,R,206.223.115.7,208.65.152.0/22,206.223.115.7,{'6730:6234'},6730 174 36561
rib,1203878256.0,R,206.223.115.12,208.65.152.0/22,206.223.115.12,"{'2914:2000', '2914:420', '65504:174', '2914:3000'}",2914 174 36561
update,1203878878.0,A,206.223.115.12,208.65.153.0/24,206.223.115.12,"{'2914:2000', '2914:420', '65504:3491', '2914:3000'}",2914 3491 17557
update,1203878889.0,A,206.223.115.12,208.65.153.0/24,206.223.115.12,"{'2914:2000', '2914:420', '65504:3491', '2914:3000'}",2914 3491 17557
update,1203878889.0,A,206.223.115.19,208.65.153.0/24,206.223.115.19,"{'3257:3280', '3257:3282', '3257:5010'}",3257 3549 3491 17557
update,1203878897.0,A,206.223.115.7,208.65.153.0/24,206.223.115.48,{'6730:6247'},6730 3491 17557
update,1203878902.0,A,206.223.115.26,208.65.153.0/24,206.223.115.26,"{'16559:65401', '16559:400'}",16559 3491 17557
update,1203878907.0,A,206.223.115.47,208.65.153.0/24,206.223.115.47,"{'19151:61006', '19151:1000', '19151:65030'}",19151 3491 17557
update,1203878924.0,A,206.223.115.7,208.65.153.0/24,206.223.115.7,{'6730:6234'},6730 3491 17557
