record_type,time,type,peer_address,prefix,next-hop,communities,as-path
update,1449214755.0,A,206.126.236.76,172.81.129.0/24,206.126.236.76,set(),5769 6453 1299 3223 203959
update,1449214825.0,A,206.126.236.76,172.81.129.0/24,206.126.236.76,set(),5769 6453 1299 3223 203959
update,1449214896.0,A,206.126.236.76,172.81.128.0/21,206.126.236.76,set(),5769 6453 6461 46664
update,1449214942.0,A,206.126.236.76,172.81.128.0/21,206.126.236.76,set(),5769 6453 6461 46664
update,1449214987.0,A,206.126.236.76,172.81.128.0/21,206.126.236.76,set(),5769 6453 6461 46664
update,1449215040.0,A,206.126.236.76,172.81.129.0/24,206.126.236.76,set(),5769 6453 1299 3223 203959
