time,type,peer_address,prefix,next-hop,communities,as-path
1300778102.0,A,206.223.115.19,69.171.255.0/24,206.223.115.19,"{'3257:50002', '3257:8054', '3257:51202', '3257:51200', '3257:30096'}",3257 4134 9318 32934 32934 32934
1300778103.0,A,206.223.115.19,69.171.255.0/24,206.223.115.19,"{'3257:50002', '3257:51201', '3257:8068', '3257:30098', '3257:51200'}",3257 4134 9318 32934 32934 32934
